cpcv2,description,common_name,display_name,es_name,fr_name,pt_name,ar_name,aliases,hs2012,scientific_name,per_country_aliases
P3455,"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils",,"Animal or vegetable fats and oils and their fractions, chemi...",,,,,[],,,[]
P34550,"Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils",,"Animal or vegetable fats and oils and their fractions, chemi...",,,,,[],['1518.00'],,[]
P3456,"Synthetic or reconstructed precious or semi-precious stones, unworked",,"Synthetic or reconstructed precious or semi-precious stones,...",,,,,[],,,[]
P34560,"Synthetic or reconstructed precious or semi-precious stones, unworked",,"Synthetic or reconstructed precious or semi-precious stones,...",,,,,[],"['7104.10', '7104.20']",,[]
P3457,Glycerol,,Glycerol,,,,,[],,,[]
P34570,Glycerol,,Glycerol,,,,,[],"['1520.00', '2905.45']",,[]
P346,Fertilizers and pesticides,,Fertilizers and pesticides,,,,,[],,,[]
P3461,"Mineral or chemical fertilizers, nitrogenous",,"Mineral or chemical fertilizers, nitrogenous",,,,,[],,,[]
P34611,Urea,,Urea,Urea,Urée,Ureia,,[],['3102.10'],,[]
P34611AA,Urea,,Urea,,,,,"['urea 46%', '34611']",['3102.10'],,[]
P34611AB,"Urea, best quality",Urea (best quality),Urea (best quality),,,,,,,,[]
P34612,Ammonium sulphate,,Ammonium sulphate,Sulfato de amonio,Sulfate d'ammonium,Sulfato de amónio,,[],['3102.21'],,[]
P34612AA,Ammonium sulphate,,Ammonium sulphate,,,,,"['34612', 'sulfato de amonio']",['3102.21'],,[]
P34613,Ammonium nitrate,,Ammonium nitrate,Nitrato de amonio,Nitrate d'ammonium,Nitrato de amónio,,[],['3102.30'],,[]
P34613AA,Ammonium nitrate,,Ammonium nitrate,,,,,"['34613', 'nitrato de amonio']",['3102.30'],,[]
P34614,Double salts and mixtures of calcium nitrate and ammonium nitrate,,Double salts and mixtures of calcium nitrate and ammonium ni...,Sales dobles y mezclas de nitrato de calcio y de amonio...,Sels doubles et mélanges de nitrate de calcium et de ni...,Sais duplos e misturas de nitrato de cálcio e amónio de...,,[],['3102.60'],,[]
P34614AA,"Double salts and mixtures of calcium nitrate and ammonium nitrate, unspecified",,Double salts and mixtures of calcium nitrate and ammonium ni...,,,,,,['3102.60'],,[]
P34615,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances,,Mixtures of ammonium nitrate with calcium carbonate or other...,Las mezclas de nitrato de amonio con carbonato de calcio u o,Mélanges de nitrate d'ammonium avec du carbonate de calcium,Misturas de nitrato de amónio com carbonato de cálcio ou out,,[],['3102.40'],,[]
P34615AA,"Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, unspecified",,Mixtures of ammonium nitrate with calcium carbonate or other...,,,,,,['3102.40'],,[]
P34619,"Other nitrogenous fertilizers and mixtures, n.e.c.",,"Other nitrogenous fertilizers and mixtures, n.e.c.","Los demás abonos y mezclas nitrogenados, n.c.o.p.","Autres engrais et mélanges azotés, n.c.a.","Outros fertilizantes e misturas de azoto, n.e.c.",,[],"['3102.90', '3102.29']",,[]
P34619AA,"Other nitrogenous fertilizers and mixtures, n.e.c., unspecified",,"Other nitrogenous fertilizers and mixtures, n.e.c., unspecif...",,,,,,['3102.29'],,[]
P3462,"Mineral or chemical fertilizers, phosphatic",,"Mineral or chemical fertilizers, phosphatic",,,,,[],,,[]
P34621,Superphosphate,,Superphosphate,Superfosfato,Superphosphate,Superfosfato,,[],['3103.10'],,[]
P34621AA,Superphosphate,,Superphosphate,,,,,,,,[]
P34621AB,Triple Superphosphate (TSP),,Triple Superphosphate (TSP),,,,,"['tsp', 'triple super phosphate']",,,[]
P34629,"Other phosphatic fertilizers, n.e.c.",,"Other phosphatic fertilizers, n.e.c.",,,,,[],['3103.90'],,[]
P3463,"Mineral or chemical fertilizers, potassic",,"Mineral or chemical fertilizers, potassic",,,,,[],,,[]
P34631,Potassium chloride (muriate of potash),Fertilizer (Potassium Chloride),Fertilizer (Potassium Chloride),Fertilizante (cloruro de potasio),Engrais (chlorure de potassium),Fertilizante (cloreto de potássio),,[],['3104.20'],,[]
P34631AA,Fertilizer (Potassium Chloride),Fertilizer (Potassium Chloride),Fertilizer (Potassium Chloride),,,,,"['nitrtato de potasio', 'fertilizer (potassium chloride) kci', '34631']",,,[]
P34632,Potassium sulphate (sulphate of potash),Fertilizer (Potassium Sulphate),Fertilizer (Potassium Sulphate),,,,,[],['3104.30'],,[]
P34639,"Carnallite, sylvite and other potassic fertilizers, n.e.c.",,"Carnallite, sylvite and other potassic fertilizers, n.e.c.",,,,,[],['3104.90'],,[]
P3464,"Mineral or chemical fertilizers containing at least two nutrients of nitrogen, phosphate and potash",,Mineral or chemical fertilizers containing at least two nutr...,,,,,[],,,[]
P34641,"Fertilizers containing three nutrients: nitrogen, phosphorus and potassium",,"Fertilizers containing three nutrients: nitrogen, phosphorus...","Fertilizantes que contienen tres nutrientes: nitrógeno, fósf","Les engrais contenant trois éléments nutritifs : azote, phos","Fertilizantes contendo três nutrientes: azoto, fósforo...",,[],['3105.20'],,[]
P34641AA,"Fertilizers containing three nutrients: nitrogen, phosphorus and potassium, 12-24-12 ratio",Fertilizer (12-24-12),Fertilizer (12-24-12),,,,,"['formula 12-24-12', '34641a']",['3105.20'],,[]
P34641AB,"Fertilizers containing three nutrients: nitrogen, phosphorus and potassium, 12-30-10 ratio",Fertilizer (12-30-10),Fertilizer (12-30-10),,,,,"['34641b', '12-30-10']",,,[]
P34641AC,"Fertilizers containing three nutrients: nitrogen, phosphorus and potassium, 15-15-15 ratio",Fertilizer (15-15-15),Fertilizer (15-15-15),,,,,"['fertilizante (15-15-15)', '34641c', 'fertilizante (15-15-15) mezcla física disagro', '15-15-15']",,,[]
P34641AD,"Fertilizers containing three nutrients: nitrogen, phosphorus and potassium, 10-30-10 ratio",Fertilizer (10-30-10),Fertilizer (10-30-10),,,,,['fertilizante 10-30-10'],[],,[]
P34641AE,"Fertilizers containing three nutrients: nitrogen, phosphorus and potassium,  20-10-10 ratio",Fertilizer (20-10-10),Fertilizer (20-10-10),,,,,[],[],,[]
P34641XX,"Fertilizers containing three nutrients: nitrogen, phosphorus and potassium, unspecified",Fertilizer (NPK),Fertilizer (NPK),,,,,['compound (npk)'],,,[]
P34642,Diammonium hydrogenorthophosphate (diammonium phosphate),,Diammonium hydrogenorthophosphate (diammonium phosphate),Hidrogenoortofosfato de diamonio (fosfato de diamonio),Hydrogéno-orthophosphate de diammonium (phosphate de diammon,Hidrogeno-ortofosfato diamónico (fosfato diamónico),,[],['3105.30'],,[]
P34642AA,Diammonium phosphate (DAP),,Diammonium phosphate (DAP),,,,,['dap'],['3105.30'],,[]
P34643,Monoammonium phosphate,,Monoammonium phosphate,Fosfato monoamónico,Phosphate de monoammonium,Fosfato monoamónico,,[],['3105.40'],,[]
P34643AA,"Monoammonium phosphate, unspecified",,"Monoammonium phosphate, unspecified",,,,,,['3105.40'],,[]
P34644,Fertilizers containing two nutrients: nitrogen and phosphorus,,Fertilizers containing two nutrients: nitrogen and phosphoru...,Los fertilizantes que contienen dos nutrientes: nitrógeno y,Les engrais contiennent deux éléments nutritifs : l'azote et,Fertilizantes que contêm dois nutrientes: azoto e fósforo.,,[],"['3105.59', '3105.51']",,[]
P34644AA,"Fertilizers containing two nutrients: nitrogen and phosphorus, 16-20 ratio",Fertilizer (16-20-0),Fertilizer (16-20-0),,,,,['34644a'],"['3105.51', '3105.59']",,[]
P34644AB,"Fertilizers containing two nutrients: nitrogen and phosphorus, 18-46 ratio",Fertilizer (18-46-0),Fertilizer (18-46-0),,,,,"['formula 18-46-0', '18-46-0', '34644b']",,,[]
P34644AC,"Fertilizers containing two nutrients: nitrogen and phosphorus, 20-20 ratio",Fertilizer (20-20-0),Fertilizer (20-20-0),,,,,['fertilizante (20-20-0) mezcla fisica disagro'],[],,[]
P34645,Fertilizers containing two nutrients: phosphorus and potassium,,Fertilizers containing two nutrients: phosphorus and potassi...,Los fertilizantes que contienen dos nutrientes: fósforo y po,Les engrais contenant deux éléments nutritifs : le phosphore,Fertilizantes contendo dois nutrientes: fósforo e potássio.,,[],['3105.60'],,[]
P34645AA,"Fertilizers containing two nutrients: phosphorus and potassium, unspecified",,Fertilizers containing two nutrients: phosphorus and potassi...,,,,,,['3105.60'],,[]
P34646,Potassium nitrate,,Potassium nitrate,,,,,[],['2834.21'],,[]
P34647,"Branded fertilizers containing three nutrients: nitrogen, phosphorus and potassium",,"Branded fertilizers containing three nutrients: nitrogen, ph...",Fertilizantes de marca que contienen tres nutrientes: nitróg,Les engrais de marque contenant trois éléments nutritifs : a,"Fertilizantes de marca contendo três nutrientes: nitrogénio,",,[],,,[]
P34647AA,"Branded fertilizer, Mezcla Física DISAGRO",Fertilizer (15-15-15) Mezcla Física DISAGRO,Fertilizer (15-15-15) Mezcla Física DISAGRO,,,,,[],,,[]
P34647AB,"Branded fertilizer, Mezcla Física DISAGRO",Fertilizer (20-20-0) Mezcla Física DISAGRO,Fertilizer (20-20-0) Mezcla Física DISAGRO,,,,,[],,,[]
P34647AC,"Branded fertilizer, Mezcla Química DISAGRO",Fertilizer (15-15-15) Mezcla Química DISAGRO,Fertilizer (15-15-15) Mezcla Química DISAGRO,,,,,[],,,[]
P34647AD,"Branded fertilizer, Mezcla Química DISAGRO",Fertilizer (20-20-0) Mezcla Química DISAGRO,Fertilizer (20-20-0) Mezcla Química DISAGRO,,,,,[],,,[]
P34649,"Other mineral or chemical fertilizers containing at least two nutrients (nitrogen, phosphate, potash), n.e.c.",,Other mineral or chemical fertilizers containing at least tw...,,,,,[],['3105.90'],,[]
P3465,Other fertilizers,,Other fertilizers,,,,,[],,,[]
P34651,"Ammonia, anhydrous",,"Ammonia, anhydrous",,,,,[],['2814.10'],,[]
P34652,"Ammonia, in aqueous solution",,"Ammonia, in aqueous solution",,,,,[],['2814.20'],,[]
P34653,Ammonium chloride; nitrites,,Ammonium chloride; nitrites,,,,,[],"['2827.10', '2834.10']",,[]
P34654,Excreta of animals useful for manure/fertilizer and fuel preparation,,Excreta of animals useful for manure/fertilizer and fuel pre...,Los excrementos de los animales útiles para el estiércol/abo,Excréments d'animaux utiles pour le fumier/les engrais et le,Excrementos de animais úteis para adubo/fertilizante e combu,,[],['3101.00'],,[]
P34654AA,Excreta of animals useful for manure/fertilizer and fuel preparation,Green Manure,Green Manure,,,,,['manure'],,,[]
P34659,Fertilizers n.e.c.,,Fertilizers n.e.c.,,,,,[],['3105.10'],,[]
P3466,"Insecticides, fungicides, herbicides and disinfectants",,"Insecticides, fungicides, herbicides and disinfectants",,,,,[],,,[]
P34661,Insecticides,,Insecticides,,,,,[],['3808.91'],,[]
P34662,Fungicides,,Fungicides,,,,,[],['3808.92'],,[]
P34663,"Herbicides, anti-sprouting products and plant-growth regulators",,"Herbicides, anti-sprouting products and plant-growth regulat...",,,,,[],['3808.93'],,[]
P34664,Disinfectants,,Disinfectants,,,,,[],['3808.94'],,[]
P34666,Hazardous pesticides,,Hazardous pesticides,,,,,[],['3808.50'],,[]
P34669,"Other insecticides, fungicides, herbicides and disinfectants",,"Other insecticides, fungicides, herbicides and disinfectants...",,,,,[],['3808.99'],,[]
P347,Plastics in primary forms,,Plastics in primary forms,,,,,[],,,[]
P3471,"Polymers of ethylene, in primary forms",,"Polymers of ethylene, in primary forms",,,,,[],,,[]
P34710,"Polymers of ethylene, in primary forms",,"Polymers of ethylene, in primary forms",,,,,[],"['3901.10', '3901.20', '3901.30', '3901.90']",,[]
P3472,"Polymers of styrene, in primary forms",,"Polymers of styrene, in primary forms",,,,,[],,,[]
P34720,"Polymers of styrene, in primary forms",,"Polymers of styrene, in primary forms",,,,,[],"['3903.11', '3903.19', '3903.20', '3903.30', '3903.90']",,[]
P3473,"Polymers of vinyl chloride or other halogenated olefins, in primary forms",,"Polymers of vinyl chloride or other halogenated olefins, in ...",,,,,[],,,[]
P34730,"Polymers of vinyl chloride or other halogenated olefins, in primary forms",,"Polymers of vinyl chloride or other halogenated olefins, in ...",,,,,[],"['3904.10', '3904.21', '3904.22', '3904.30', '3904.40', '3904.50', '3904.61', '3904.69', '3904.90']",,[]
P3474,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",,"Polyacetals, other polyethers and epoxide resins, in primary...",,,,,[],,,[]
P34740,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",,"Polyacetals, other polyethers and epoxide resins, in primary...",,,,,[],"['3907.10', '3907.20', '3907.30', '3907.40', '3907.50', '3907.60', '3907.70', '3907.91', '3907.99']",,[]
P3479,Other plastics in primary forms; ion exchangers,,Other plastics in primary forms; ion exchangers,,,,,[],,,[]
P34790,Other plastics in primary forms; ion exchangers,,Other plastics in primary forms; ion exchangers,,,,,[],"['3902.10', '3902.20', '3902.30', '3902.90', '3905.12', '3905.19', '3905.21', '3905.29', '3905.30', '3905.91', '3905.99', '3906.10', '3906.90', '3908.10', '3908.90', '3909.10', '3909.20', '3909.30', '3909.40', '3909.50', '3910.00', '3911.10', '3911.90', '3912.11', '3912.12', '3912.20', '3912.31', '3912.39', '3912.90', '3913.10', '3913.90', '3914.00']",,[]
P348,"Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip",,"Synthetic rubber and factice derived from oils, and mixtures...",,,,,[],,,[]
P3480,"Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip",,"Synthetic rubber and factice derived from oils, and mixtures...",,,,,[],,,[]
P34800,"Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip",,"Synthetic rubber and factice derived from oils, and mixtures...",,,,,[],"['4002.11', '4002.19', '4002.20', '4002.31', '4002.39', '4002.41', '4002.49', '4002.51', '4002.59', '4002.60', '4002.70', '4002.80', '4002.91', '4002.99']",,[]
P35,Other chemical products; man-made fibres,,Other chemical products; man-made fibres,,,,,[],,,[]
P351,Paints and varnishes and related products; artists' colours; ink,,Paints and varnishes and related products; artists' colours;...,,,,,[],,,[]
P3511,Paints and varnishes and related products,,Paints and varnishes and related products,,,,,[],,,[]
P35110,Paints and varnishes and related products,,Paints and varnishes and related products,,,,,[],"['3207.10', '3207.20', '3207.30', '3207.40', '3208.10', '3208.20', '3208.90', '3209.10', '3209.90', '3210.00', '3211.00', '3212.10', '3212.90', '3214.10', '3214.90', '3814.00']",,[]
